OBSPRED_ID,NoRWeST_ID,MonthYear,MonthlyMax,MonthlyMin,MonthlyMean,SD,Ndays,MaxDailyRange,SampleMonth,SampleYear
382,MidSnake_382,05-2008,6.91,0.76,3.715080645,0.56515354,31,3.84,5,2008
382,MidSnake_382,06-2008,12.93,2.25,6.215486111,1.898412585,30,6.68,6,2008
382,MidSnake_382,07-2008,14.38,6.28,10.47764785,0.4656911,31,6.36,7,2008
382,MidSnake_382,08-2008,14.96,6.28,10.8558871,0.987223846,31,6.36,8,2008
382,MidSnake_382,09-2008,11.19,3.67,7.301541667,0.855827382,30,5.21,9,2008
382,MidSnake_382,10-2008,10.04,-0.19,3.828505747,2.281401853,29,3.76,10,2008
383,MidSnake_383,06-2008,9.18,4.27,6.803127976,1.18424422,20,0.87,6,2008
383,MidSnake_383,07-2008,14.66,8.89,11.92923387,1.61810027,31,1.15,7,2008
383,MidSnake_383,08-2008,16.71,11.77,14.01119624,1.127124859,31,1.18,8,2008
383,MidSnake_383,09-2008,12.34,7.44,9.618958333,0.880098418,30,2.88,9,2008
383,MidSnake_383,10-2008,10.62,2.8,5.495342262,2.458939296,28,2.3,10,2008
384,MidSnake_384,01-2008,1.03,-0.16,0.218965054,0.333471323,31,0.9,1,2008
384,MidSnake_384,02-2008,1.92,-0.16,0.782112069,0.368816209,29,1.19,2,2008
384,MidSnake_384,03-2008,3.1,-0.16,1.321653226,0.470001348,31,2.38,3,2008
384,MidSnake_384,04-2008,6.29,-0.16,2.297861111,0.642524763,30,5.26,4,2008
384,MidSnake_384,05-2008,7.74,1.33,4.034502688,0.559089521,31,4.95,5,2008
384,MidSnake_384,06-2008,14.34,2.51,6.623934444,2.005895237,30,6.64,6,2008
384,MidSnake_384,07-2008,16.38,7.13,11.84448925,0.713029374,31,6.92,7,2008
384,MidSnake_384,08-2008,17.87,8,12.78489247,1.240165932,31,6.68,8,2008
384,MidSnake_384,09-2008,13.18,4.53,8.817472222,0.981177966,30,5.19,9,2008
384,MidSnake_384,10-2008,11.74,0.41,4.776845238,2.641690668,28,3.74,10,2008
385,MidSnake_385,01-2008,1.33,-0.46,-0.225349462,0.363960231,31,1.49,1,2008
385,MidSnake_385,02-2008,4.84,-0.46,1.062212644,1.299672015,29,2.65,2,2008
385,MidSnake_385,03-2008,6.29,-0.46,3.251021505,0.981020254,31,4.69,3,2008
385,MidSnake_385,04-2008,10.61,0.73,4.93775,1.119257131,30,6.07,4,2008
385,MidSnake_385,05-2008,11.18,2.51,6.75125,0.780725298,31,6.05,5,2008
385,MidSnake_385,06-2008,14.65,4.27,8.803472222,1.77985774,30,6.04,6,2008
385,MidSnake_385,07-2008,19.37,9.75,14.69915323,1.290463295,31,6.15,7,2008
385,MidSnake_385,08-2008,20.58,11.47,16.13985215,1.058866388,31,6.19,8,2008
385,MidSnake_385,09-2008,15.81,7.73,11.83626389,1.133416154,30,4.91,9,2008
385,MidSnake_385,10-2008,13.2,2.22,6.84933908,2.735828623,29,3.18,10,2008
386,MidSnake_386,01-2008,0.64,0.04,0.162177419,0.16437095,31,0.6,1,2008
386,MidSnake_386,02-2008,3.59,0.04,1.082744253,0.980599601,29,2.06,2,2008
386,MidSnake_386,03-2008,5.04,0.64,2.969314516,0.772999625,31,2.94,3,2008
386,MidSnake_386,04-2008,9.94,1.23,4.535194444,1.024618696,30,5.5,4,2008
386,MidSnake_386,05-2008,11.08,2.42,6.514489247,0.717193675,31,6.34,5,2008
386,MidSnake_386,06-2008,14.1,3.88,8.266448068,1.50991767,30,6.65,6,2008
386,MidSnake_386,07-2008,17.93,8.61,13.47319892,1.122607422,31,6.7,7,2008
386,MidSnake_386,08-2008,19.13,10.63,14.81637097,0.92656723,31,6.42,8,2008
386,MidSnake_386,09-2008,15.27,7.16,11.10838889,1.01043366,30,5.5,9,2008
386,MidSnake_386,10-2008,12.94,1.61,6.483778736,2.461173573,29,3.75,10,2008
387,MidSnake_387,01-2009,1.65,-0.14,0.068857527,0.423637535,31,0.89,1,2009
387,MidSnake_387,02-2009,2.24,-0.14,0.494255952,0.550991418,28,1.5,2,2009
387,MidSnake_387,03-2009,4.59,-0.14,1.105322581,0.911104436,31,3.85,3,2009
387,MidSnake_387,04-2009,8.35,-0.14,3.584513889,0.894996623,30,6.16,4,2009
387,MidSnake_387,05-2009,10.65,1.65,5.496787634,0.97409248,31,6.94,5,2009
387,MidSnake_387,06-2009,15.86,4.01,8.149152778,1.746833395,30,7.21,6,2009
387,MidSnake_387,07-2009,19.13,7.48,13.09908602,1.363404781,31,7.81,7,2009
387,MidSnake_387,08-2009,19.43,7.77,13.11670699,1.527667428,31,7.59,8,2009
387,MidSnake_387,09-2009,16.45,5.74,11.18395062,1.496454755,27,6.93,9,2009
388,MidSnake_388,01-2009,1.47,-0.01,0.163817204,0.390692288,31,0.89,1,2009
388,MidSnake_388,02-2009,2.36,-0.01,0.544032738,0.521389346,28,1.48,2,2009
388,MidSnake_388,03-2009,4.71,-0.01,1.152069892,0.879866365,31,3.55,3,2009
388,MidSnake_388,04-2009,8.46,-0.01,3.587555556,0.88178084,30,6.14,4,2009
388,MidSnake_388,05-2009,10.47,1.47,5.478158602,0.972340418,31,6.94,5,2009
388,MidSnake_388,06-2009,15.67,4.12,8.127305556,1.747117761,30,6.92,6,2009
388,MidSnake_388,07-2009,18.95,7.3,13.07814516,1.36650646,31,7.62,7,2009
388,MidSnake_388,08-2009,19.25,7.59,13.12517473,1.540823289,31,7.54,8,2009
388,MidSnake_388,09-2009,16.56,5.86,11.2324537,1.495944292,27,6.67,9,2009
389,MidSnake_389,01-2009,1.31,-0.18,0.066021505,0.385588023,31,0.9,1,2009
389,MidSnake_389,02-2009,1.31,-0.18,0.341741071,0.430915263,28,1.2,2,2009
389,MidSnake_389,03-2009,2.79,-0.18,0.481438172,0.635866615,31,2.08,3,2009
389,MidSnake_389,04-2009,5.13,-0.18,2.191347222,0.72333338,30,3.83,4,2009
389,MidSnake_389,05-2009,8.31,1.01,3.955954301,0.803563095,31,5.53,5,2009
389,MidSnake_389,06-2009,13.49,3.08,6.573277778,1.654764874,30,6.66,6,2009
389,MidSnake_389,07-2009,16.12,5.99,10.98803763,1.196051772,31,6.64,7,2009
389,MidSnake_389,08-2009,16.42,6.28,10.9911828,1.398513749,31,6.36,8,2009
389,MidSnake_389,09-2009,13.78,4.55,9.421049383,1.332417005,27,5.48,9,2009
390,MidSnake_390,01-2009,1.58,-0.2,0.106948925,0.398942357,31,1.19,1,2009
390,MidSnake_390,02-2009,2.17,-0.2,0.585491071,0.471638256,28,1.48,2,2009
390,MidSnake_390,03-2009,4.53,0.09,2.058709677,1.026362308,31,2.08,3,2009
390,MidSnake_390,04-2009,9.43,1.28,4.101972222,0.755274556,30,6.07,4,2009
390,MidSnake_390,05-2009,12.02,1.88,6.050739247,1.115627625,31,7.5,5,2009
390,MidSnake_390,06-2009,17.87,5.11,9.339375,1.912745585,30,8.1,6,2009
390,MidSnake_390,07-2009,20.88,7.99,15.11884409,1.742590125,31,8.69,7,2009
390,MidSnake_390,08-2009,22.43,8.86,15.53180108,1.831048306,31,7.74,8,2009
390,MidSnake_390,09-2009,18.76,5.68,12.374625,2.134115555,30,6.34,9,2009
390,MidSnake_390,10-2009,9.14,0.09,5.204854167,1.877581874,20,4.36,10,2009
391,MidSnake_391,01-2009,1.33,-0.16,0.503629032,0.471404462,31,0.89,1,2009
391,MidSnake_391,02-2009,1.92,-0.16,0.7109375,0.438482709,28,1.49,2,2009
391,MidSnake_391,03-2009,4.86,-0.16,1.254314516,0.903288024,31,3.85,3,2009
391,MidSnake_391,04-2009,6.3,-0.16,3.095722222,0.736180251,30,5,4,2009
391,MidSnake_391,05-2009,10.62,2.22,5.014206989,0.96217612,31,6.36,5,2009
391,MidSnake_391,06-2009,15.54,4.27,8.089986111,1.748915374,30,7.5,6,2009
391,MidSnake_391,07-2009,18.51,7.17,13.08030914,1.508711512,31,7.51,7,2009
391,MidSnake_391,08-2009,20.01,7.74,13.41990591,1.625953665,31,7.04,8,2009
391,MidSnake_391,09-2009,16.42,5.14,11.09944444,1.737732386,30,6.05,9,2009
391,MidSnake_391,10-2009,8.61,0.13,4.480770833,1.686690857,20,4.08,10,2009
392,MidSnake_392,05-2009,9.83,2.87,5.631125,0.755733181,10,5.23,5,2009
392,MidSnake_392,06-2009,12.13,4.04,7.450819444,1.111116981,30,5.22,6,2009
392,MidSnake_392,07-2009,13.58,6.07,10.12561828,1.007377623,31,4.62,7,2009
392,MidSnake_392,08-2009,13,6.07,9.85405914,1.054138026,31,3.74,8,2009
392,MidSnake_392,09-2009,11.27,4.04,8.383791667,1.249992722,30,3.47,9,2009
392,MidSnake_392,10-2009,6.07,0.49,3.161785714,1.03278402,21,2.38,10,2009
393,MidSnake_393,07-2004,14.61,7.82,11.56542222,0.90627839,30,3.85,7,2004
393,MidSnake_393,08-2004,14.45,7.52,11.45102016,1.119843423,31,4.02,8,2004
394,MidSnake_394,07-2004,14.59,7.77,11.68467222,0.916749334,30,4.03,7,2004
394,MidSnake_394,08-2004,14.43,7.62,11.55275672,1.145497109,31,3.88,8,2004
395,MidSnake_395,06-2004,13.31,5.91,9.48390625,1.391740035,24,4.31,6,2004
395,MidSnake_395,07-2004,14.86,7.91,11.69713844,0.901209898,31,4.17,7,2004
395,MidSnake_395,08-2004,14.71,7.6,11.58754167,1.128442229,31,4.02,8,2004
396,MidSnake_396,06-2004,13.38,5.97,9.395597222,1.372183737,24,4.47,6,2004
396,MidSnake_396,07-2004,14.93,7.83,11.57574462,0.888383672,31,4.17,7,2004
396,MidSnake_396,08-2004,14.77,7.67,11.48465726,1.105733521,31,4.32,8,2004
397,MidSnake_397,06-2004,12.56,7.31,10.26758712,0.739629045,11,3.71,6,2004
397,MidSnake_397,07-2004,13.34,8.09,11.02884274,0.663512385,31,3.39,7,2004
397,MidSnake_397,08-2004,13.49,8.09,10.97737634,0.757910161,31,3.39,8,2004
397,MidSnake_397,09-2004,12.25,7.16,9.531993056,0.661041541,12,3.24,9,2004
399,MidSnake_399,07-2004,16.51,7.79,12.73321558,1.033189703,23,5.92,7,2004
399,MidSnake_399,08-2004,15.87,6.87,11.96331452,1.409738431,31,5.27,8,2004
399,MidSnake_399,09-2004,13.37,6.09,9.108719444,0.99290508,15,4.49,9,2004
400,MidSnake_400,07-2004,15.37,7.48,12.21286051,0.960146625,23,5.12,7,2004
400,MidSnake_400,08-2004,14.89,6.87,11.5404879,1.305021059,31,4.49,8,2004
400,MidSnake_400,09-2004,12.73,6.24,8.856516667,0.930050705,15,3.55,9,2004
401,MidSnake_401,07-2004,15.39,7.49,12.22456341,0.959633533,23,5.12,7,2004
401,MidSnake_401,08-2004,14.76,7.02,11.61484005,1.294424072,31,4.34,8,2004
401,MidSnake_401,09-2004,12.74,6.4,8.947588889,0.94882371,15,3.55,9,2004
402,MidSnake_402,07-2004,16.88,7.08,12.39982065,0.943961092,23,7.45,7,2004
402,MidSnake_402,08-2004,15.93,6.46,11.47149328,1.299173549,31,6.05,8,2004
402,MidSnake_402,09-2004,13.89,5.52,8.834461111,1.031755946,15,5.89,9,2004
403,MidSnake_403,07-2004,16.62,6.66,12.0349902,1.063829584,17,7.75,7,2004
403,MidSnake_403,08-2004,16.14,5.42,10.92749383,1.350342913,27,7.6,8,2004
403,MidSnake_403,09-2004,14.41,4.79,8.431125,1.023741223,15,7.28,9,2004
404,MidSnake_404,06-2004,20.34,5.29,11.28214757,2.176508756,24,10.37,6,2004
404,MidSnake_404,07-2004,21.83,7.16,14.10632124,1.204833805,31,11.29,7,2004
404,MidSnake_404,08-2004,20.02,6.53,12.74466532,1.614412898,31,9.74,8,2004
405,MidSnake_405,07-2004,19.72,6.61,12.97933468,1.157632128,31,9.94,7,2004
405,MidSnake_405,08-2004,17.62,6.14,11.80363575,1.486471615,31,8.05,8,2004
406,MidSnake_406,06-2004,17.56,5.23,9.997354167,1.797744364,24,8.58,6,2004
406,MidSnake_406,07-2004,19.18,6.79,12.42450538,1.044360631,31,9.52,7,2004
406,MidSnake_406,08-2004,17.4,6.32,11.39383468,1.311348391,31,7.96,8,2004
407,MidSnake_407,06-2004,12.95,7.54,10.80992424,0.970375327,11,3.71,6,2004
407,MidSnake_407,07-2004,14.5,7.85,11.79434409,1.065476507,31,4.02,7,2004
407,MidSnake_407,08-2004,14.34,8.01,11.77257796,1.0331602,31,4.17,8,2004
407,MidSnake_407,09-2004,12.95,6.93,9.804935185,0.941385569,9,4.16,9,2004
408,MidSnake_408,06-2004,13.03,7.6,10.79409848,0.918808913,11,3.72,6,2004
408,MidSnake_408,07-2004,14.42,7.91,11.69609005,1.017638863,31,3.88,7,2004
408,MidSnake_408,08-2004,14.27,8.07,11.6648172,0.9799045,31,3.89,8,2004
408,MidSnake_408,09-2004,13.03,7.14,9.821958333,0.884253689,9,4.18,9,2004
409,MidSnake_409,06-2004,12.67,7.29,10.45480682,0.873826155,11,3.69,6,2004
409,MidSnake_409,07-2004,14.06,7.59,11.34953763,1.000212169,31,4,7,2004
409,MidSnake_409,08-2004,13.9,7.9,11.3528293,0.946205293,31,4.01,8,2004
409,MidSnake_409,09-2004,12.67,6.98,9.582680556,0.853377482,9,4,9,2004
410,MidSnake_410,06-2004,14.8,8.44,11.96847436,1.186054128,13,3.73,6,2004
410,MidSnake_410,07-2004,15.91,9.37,13.19133737,0.933304972,31,4.06,7,2004
410,MidSnake_410,08-2004,15.91,9.67,13.17865054,1.023977082,31,3.89,8,2004
410,MidSnake_410,09-2004,14.64,8.75,11.37629861,1.076518082,6,3.26,9,2004
411,MidSnake_411,06-2004,14.86,8.38,11.92567628,1.189442747,13,3.71,6,2004
411,MidSnake_411,07-2004,16.12,9.45,13.16451075,0.943342545,31,4.03,7,2004
411,MidSnake_411,08-2004,16.12,9.61,13.15884812,1.049181071,31,4.02,8,2004
411,MidSnake_411,09-2004,14.7,8.68,11.31305556,1.109893596,6,3.55,9,2004
412,MidSnake_412,06-2004,11.69,8.75,10.18010985,0.563743006,11,1.55,6,2004
412,MidSnake_412,07-2004,13.71,9.99,11.71327957,0.526664301,31,2.17,7,2004
412,MidSnake_412,08-2004,14.17,10.77,12.43847715,0.46011178,31,2.33,8,2004
412,MidSnake_412,09-2004,13.25,10.14,11.53227083,0.517962999,6,1.71,9,2004
413,MidSnake_413,06-2004,12.26,7.93,10.36631061,0.790878535,11,2.49,6,2004
413,MidSnake_413,07-2004,17.92,8.69,11.82367339,1.006706532,31,7.21,7,2004
413,MidSnake_413,08-2004,19.37,9.62,13.68784722,0.848169405,9,9.43,8,2004
414,MidSnake_414,06-2004,13.02,5,9.556752778,1.189752448,15,5.09,6,2004
414,MidSnake_414,07-2004,14.09,7.01,10.91693548,0.836409771,31,4.31,7,2004
414,MidSnake_414,08-2004,13.48,7.01,10.61268889,1.045584648,30,3.85,8,2004
415,MidSnake_415,06-2004,12.91,4.87,9.380633333,1.172091052,15,5.1,6,2004
415,MidSnake_415,07-2004,13.98,6.89,10.70916935,0.826858752,31,4.31,7,2004
415,MidSnake_415,08-2004,13.37,7.04,10.42459306,1.027029686,30,3.85,8,2004
416,MidSnake_416,07-2004,13.76,6.81,10.776165,0.852740225,25,4.33,7,2004
416,MidSnake_416,08-2004,13.14,6.97,10.35612639,1.008077913,30,3.56,8,2004
417,MidSnake_417,07-2004,17.1,8.54,13.39096354,1.254712584,24,4.99,7,2004
417,MidSnake_417,08-2004,17.1,8.7,13.1157836,1.353348946,31,5.43,8,2004
417,MidSnake_417,09-2004,14.57,7.31,10.44507738,1.320472476,7,4.48,9,2004
418,MidSnake_418,07-2004,15.1,8.59,12.5418279,1.063139394,23,4.18,7,2004
419,MidSnake_419,07-2004,14.51,8.46,12.26502257,0.996686292,24,3.41,7,2004
419,MidSnake_419,08-2004,14.67,10.01,12.42307176,0.626967261,18,3.26,8,2004
420,MidSnake_420,06-2004,12.56,5.14,9.040203704,1.31929493,18,4.48,6,2004
420,MidSnake_420,07-2004,13.33,6.53,10.42604167,0.884523949,31,4.02,7,2004
420,MidSnake_420,08-2004,12.87,6.22,10.00676747,1.108523865,31,3.55,8,2004
420,MidSnake_420,09-2004,10.86,5.29,7.673541667,1.026782833,9,3.25,9,2004
421,MidSnake_421,07-2004,15.68,11.32,13.59159848,0.33859185,11,3.73,7,2004
421,MidSnake_421,08-2004,15.83,9.15,12.9133078,1.069993755,31,4.18,8,2004
421,MidSnake_421,09-2004,14.42,10.71,12.50579167,0.406527474,2,3.1,9,2004
422,MidSnake_422,07-2004,16.49,11.2,13.73421591,0.308257916,11,4.67,7,2004
422,MidSnake_422,08-2004,16.49,9.19,12.98052419,1.077618494,31,4.67,8,2004
422,MidSnake_422,09-2004,14.29,11.04,12.56035417,0.351991863,2,2.94,9,2004
423,MidSnake_423,07-2004,17.84,7.11,12.86001563,1.149349769,24,8.1,7,2004
423,MidSnake_423,08-2004,17.36,6.8,12.18484677,1.342808358,31,8.08,8,2004
423,MidSnake_423,09-2004,15.31,5.56,9.730410714,1.325727967,7,7.26,9,2004
424,MidSnake_424,07-2004,16.96,7.19,12.47394792,1.088333153,24,7.14,7,2004
424,MidSnake_424,08-2004,16.48,6.88,11.87249462,1.268292138,31,7.13,8,2004
424,MidSnake_424,09-2004,14.75,5.8,9.537922619,1.270363934,7,6.63,9,2004
425,MidSnake_425,07-2004,16.76,7.46,12.27552778,1.022890631,24,6.52,7,2004
425,MidSnake_425,08-2004,16.44,7.15,11.71185618,1.211852411,31,6.82,8,2004
425,MidSnake_425,09-2004,14.09,6.07,9.386089286,1.192785127,7,5.55,9,2004
426,MidSnake_426,06-2004,14.19,8.95,11.44012037,1.19670021,18,2.16,6,2004
426,MidSnake_426,07-2004,15.29,11.42,13.62779839,0.724182661,31,2.15,7,2004
426,MidSnake_426,08-2004,15.29,11.73,13.73561962,0.705053617,31,1.72,8,2004
426,MidSnake_426,09-2004,13.42,12.34,12.926875,0.113490638,2,0.92,9,2004
427,MidSnake_427,06-2004,10.93,7.67,9.927055556,0.253349062,3,3.26,6,2004
427,MidSnake_427,07-2004,16.54,11.24,13.56701157,0.804216321,18,5.15,7,2004
427,MidSnake_427,08-2004,21.39,10.46,14.09917708,1.323959792,20,8.42,8,2004
427,MidSnake_427,09-2004,17.34,11.24,13.40220833,0.61995587,2,5.62,9,2004
428,MidSnake_428,06-2004,22.74,5.81,13.71232222,1.858960003,15,12.75,6,2004
428,MidSnake_428,07-2004,24.46,7.37,15.26751075,1.314004996,31,13.8,7,2004
428,MidSnake_428,08-2004,22.74,7.52,13.99250941,1.64453185,31,11.96,8,2004
429,MidSnake_429,07-2004,22.71,7.17,14.15915948,1.159494474,29,12.3,7,2004
429,MidSnake_429,08-2004,20.88,7.01,13.21225417,1.496537008,30,11.05,8,2004
430,MidSnake_430,06-2004,20.28,5.48,12.29436111,1.545767072,15,11.05,6,2004
430,MidSnake_430,07-2004,22.26,6.88,13.81272043,1.106053593,31,12.14,7,2004
430,MidSnake_430,08-2004,20.28,6.73,12.82983194,1.488080708,30,11.02,8,2004
431,MidSnake_431,06-2004,19.95,5.73,12.234125,1.47110355,15,10.5,6,2004
431,MidSnake_431,07-2004,21.76,7.12,13.72077419,1.049430941,31,11.58,7,2004
431,MidSnake_431,08-2004,20.11,6.97,12.81580694,1.413179022,30,10.62,8,2004
432,MidSnake_432,06-2004,12.81,5.4,8.931016026,1.031454742,13,5.25,6,2004
432,MidSnake_432,07-2004,13.58,6.33,10.11470833,0.880968826,31,4.79,7,2004
432,MidSnake_432,08-2004,12.96,6.17,9.793888441,1.090493524,31,4.01,8,2004
432,MidSnake_432,09-2004,10.96,5.4,7.699557292,0.939412124,8,3.55,9,2004
433,MidSnake_433,06-2004,23.51,5.95,13.58970192,1.782323054,13,14.26,6,2004
433,MidSnake_433,07-2004,25.74,6.88,15.45549597,1.304528785,31,16.06,7,2004
433,MidSnake_433,08-2004,24.54,6.26,14.38658065,1.860900868,31,15.24,8,2004
433,MidSnake_433,09-2004,20.52,5.33,11.48248958,1.221926951,8,12.78,9,2004
434,MidSnake_434,06-2004,22.34,5.83,13.04223077,1.720223814,13,13.43,6,2004
434,MidSnake_434,07-2004,24.55,6.76,14.83456183,1.255655787,31,14.99,7,2004
434,MidSnake_434,08-2004,23.52,6.14,13.83873253,1.787542685,31,14.52,8,2004
434,MidSnake_434,09-2004,19.88,5.37,10.99991667,1.186783999,8,12.11,9,2004
435,MidSnake_435,06-2004,21.09,5.87,12.57991667,1.642321646,13,12.22,6,2004
435,MidSnake_435,07-2004,23.42,6.8,14.35613844,1.199947501,31,14.01,7,2004
435,MidSnake_435,08-2004,23.08,6.18,13.41691667,1.737938874,31,13.89,8,2004
435,MidSnake_435,09-2004,19.14,5.41,10.60114063,1.130196146,8,11.97,9,2004
436,MidSnake_436,07-2004,14.46,8.6,12.01778623,0.698173181,23,4.01,7,2004
436,MidSnake_436,08-2004,14.61,8.76,11.86659946,0.764238095,31,4.01,8,2004
436,MidSnake_436,09-2004,13.53,8.14,10.23290556,0.654862234,15,3.85,9,2004
437,MidSnake_437,07-2004,13.48,8.66,11.65191123,0.65653259,23,3.11,7,2004
437,MidSnake_437,08-2004,13.78,8.82,11.53788306,0.677871921,31,2.95,8,2004
437,MidSnake_437,09-2004,12.7,8.2,10.05575556,0.583273209,15,2.64,9,2004
438,MidSnake_438,07-2004,13.94,8.54,11.92677717,0.714552689,23,3.41,7,2004
438,MidSnake_438,08-2004,13.94,8.54,11.72308602,0.797442013,31,3.25,8,2004
438,MidSnake_438,09-2004,12.72,7.93,10.00038611,0.663457951,15,2.94,9,2004
439,MidSnake_439,06-2004,16.42,6.33,11.32285256,1.306094992,13,7.59,6,2004
439,MidSnake_439,07-2004,16.9,7.26,12.42914382,0.938167234,31,7.59,7,2004
439,MidSnake_439,08-2004,16.11,6.95,11.70593145,1.238022403,31,6.34,8,2004
439,MidSnake_439,09-2004,13.29,6.02,9.261661458,1.010081605,8,5.26,9,2004
440,MidSnake_440,06-2004,16.59,6.34,11.30019551,1.280281857,13,7.59,6,2004
440,MidSnake_440,07-2004,17.23,7.43,12.40018952,0.914990816,31,7.75,7,2004
440,MidSnake_440,08-2004,16.43,6.96,11.67482527,1.221783858,31,6.82,8,2004
440,MidSnake_440,09-2004,13.46,6.03,9.247869792,0.989097464,8,5.42,9,2004
441,MidSnake_441,07-2004,24.24,11.08,16.443875,0.30864717,9,12.51,7,2004
441,MidSnake_441,08-2004,24.06,7.68,15.03720161,1.70363852,31,12.9,8,2004
441,MidSnake_441,09-2004,20.55,6.91,12.16993452,1.214218775,7,11.71,9,2004
442,MidSnake_442,06-2004,22.64,5.79,13.28515833,1.734949395,15,12.93,6,2004
442,MidSnake_442,07-2004,24.69,8.11,15.40180645,1.179599768,31,13.29,7,2004
442,MidSnake_442,08-2004,23.48,7.49,14.58844086,1.659068367,31,12.84,8,2004
442,MidSnake_442,09-2004,20.33,6.72,11.79672619,1.194719445,7,11.68,9,2004
443,MidSnake_443,06-2004,21.7,5.91,12.93718889,1.679490577,15,12,6,2004
443,MidSnake_443,07-2004,23.55,8.09,15.00107258,1.139048207,31,12.35,7,2004
443,MidSnake_443,08-2004,22.37,7.63,14.24806183,1.609935617,31,11.58,8,2004
443,MidSnake_443,09-2004,19.57,6.69,11.47850595,1.16514234,7,10.46,9,2004
444,MidSnake_444,06-2004,11.7,7.98,9.617255952,0.271843163,7,3.56,6,2004
444,MidSnake_444,07-2004,12.78,6.9,9.84488172,0.617842502,31,3.87,7,2004
444,MidSnake_444,08-2004,12.32,6.59,9.600909946,0.765844254,31,3.57,8,2004
445,MidSnake_445,07-2004,17.55,7.58,12.7399058,0.931878807,23,7.92,7,2004
445,MidSnake_445,08-2004,16.59,6.5,11.78224194,1.239921093,31,6.51,8,2004
445,MidSnake_445,09-2004,14.08,5.88,9.180180556,0.907558565,15,5.88,9,2004
446,MidSnake_446,07-2004,19.11,7.53,12.89756522,0.909914858,23,9.35,7,2004
446,MidSnake_446,08-2004,17.98,6.6,11.89541801,1.228796891,31,7.93,8,2004
446,MidSnake_446,09-2004,14.82,5.98,9.300736111,0.891157668,15,7.12,9,2004
447,MidSnake_447,07-2004,18.47,7.43,12.6271558,0.884993429,23,8.98,7,2004
447,MidSnake_447,08-2004,17.5,6.5,11.64747312,1.206753383,31,7.58,8,2004
447,MidSnake_447,09-2004,14.82,5.88,9.080666667,0.881419063,15,6.93,9,2004
448,MidSnake_448,06-2004,13.34,8.09,11.29311364,1.059500649,11,3.1,6,2004
448,MidSnake_448,07-2004,14.74,8.86,12.48983468,0.936190562,31,3.1,7,2004
448,MidSnake_448,08-2004,14.58,9.32,12.43398387,0.954568748,31,2.94,8,2004
448,MidSnake_448,09-2004,13.04,7.78,10.28954762,1.040463264,7,2.78,9,2004
449,MidSnake_449,06-2004,13.52,7.78,11.22575379,1.057392733,11,3.56,6,2004
449,MidSnake_449,07-2004,14.92,8.56,12.41280914,0.941365693,31,3.73,7,2004
449,MidSnake_449,08-2004,15.08,8.86,12.31555511,1.008050816,31,3.88,8,2004
449,MidSnake_449,09-2004,13.21,7.32,9.973339286,1.092437172,7,3.25,9,2004
450,MidSnake_450,06-2004,13.26,7.83,11.14985606,1.024154443,11,3.41,6,2004
450,MidSnake_450,07-2004,14.34,8.61,12.55958507,0.696448424,24,5.11,7,2004
450,MidSnake_450,08-2004,14.81,8.91,11.35805,0.983914968,10,3.26,8,2004
450,MidSnake_450,09-2004,12.17,7.52,9.606763889,0.797933692,6,3.41,9,2004
451,MidSnake_451,06-2004,22.04,6.54,13.75511944,1.785414034,15,11.47,6,2004
451,MidSnake_451,07-2004,24.07,9.49,16.29596505,1.249041373,31,11.62,7,2004
451,MidSnake_451,08-2004,23.21,8.56,15.41105914,1.813176073,31,10.7,8,2004
451,MidSnake_451,09-2004,19.25,8.09,12.4815119,1.090214538,7,9.38,9,2004
452,MidSnake_452,06-2004,21.16,6.26,13.28056111,1.702933101,15,10.92,6,2004
452,MidSnake_452,07-2004,23,9.19,15.75901613,1.190056844,31,11.21,7,2004
452,MidSnake_452,08-2004,22.17,8.57,14.95738844,1.722517711,31,9.48,8,2004
452,MidSnake_452,09-2004,18.41,7.96,12.15321429,1.070422223,7,8.22,9,2004
453,MidSnake_453,06-2005,14.54,6.05,10.18723611,0.957869265,16,6.33,6,2005
453,MidSnake_453,07-2005,17.38,7.59,12.71308244,0.998245328,31,6.53,7,2005
453,MidSnake_453,08-2005,17.06,6.51,11.83687276,1.432251435,31,6.21,8,2005
454,MidSnake_454,06-2005,13.8,5.92,9.896805556,0.92420308,16,5.72,6,2005
454,MidSnake_454,07-2005,16.15,7.46,12.2102043,0.915843879,31,5.43,7,2005
454,MidSnake_454,08-2005,15.99,6.84,11.44528226,1.29175832,31,5.11,8,2005
455,MidSnake_455,06-2005,18.8,5.78,11.53343704,1.331592723,15,10.67,6,2005
455,MidSnake_455,07-2005,21.42,7.5,13.83526882,1.130890257,31,10.94,7,2005
455,MidSnake_455,08-2005,19.78,6.09,12.38842294,1.713496406,31,9.62,8,2005
456,MidSnake_456,06-2005,16.93,5.69,10.83165741,1.202094692,15,9.05,6,2005
456,MidSnake_456,07-2005,19.03,7.26,12.94030645,1.067233406,31,9.14,7,2005
456,MidSnake_456,08-2005,17.73,6.01,11.67191129,1.594446051,31,7.84,8,2005
457,MidSnake_457,06-2005,21.5,6.27,12.61560913,1.52428125,14,12.61,6,2005
457,MidSnake_457,07-2005,24.02,7.81,15.10914785,1.184608762,31,13.28,7,2005
457,MidSnake_457,08-2005,22.33,7.04,13.82144265,1.775405123,31,11.73,8,2005
458,MidSnake_458,06-2005,21.13,6.23,12.46347407,1.450214427,15,12.09,6,2005
