"","OBSPRED_ID","NoRWeST_ID","MonthYear","MonthlyMax","MonthlyMin","MonthlyMean","SD","Ndays","MaxDailyRange","SampleMonth","SampleYear","QAQC"
"2661",524,"MidSnake_524","Dec-00",2.6,"1.8",2.242016734,0.153129844,30,0.6,12,2000,1
"2662",525,"MidSnake_525","Jan-01",2.7,"2.3",2.465799663,0.076664162,29,0.3,1,2001,0
"2663",525,"MidSnake_525","Feb-01",3.2,"2.5",2.79989494,0.093294495,23,0.5,2,2001,1
"2664",525,"MidSnake_525","Mar-01",4.8,"2.6",3.497245414,0.563894352,31,0.5,3,2001,1
"2665",525,"MidSnake_525","Apr-01",11.5,"4.3",5.489529687,1.235085729,30,5.5,4,2001,1
"2666",525,"MidSnake_525","May-01",17.7,"7",11.26376345,2.582731965,31,5.6,5,2001,1
"2667",525,"MidSnake_525","Jun-01",20.8,"12.9",16.45593758,1.055530331,30,4.3,6,2001,1
"2668",525,"MidSnake_525","Jul-01",23.4,"18.2",20.6937485,0.638687631,31,3.6,7,2001,1
"2669",525,"MidSnake_525","Aug-01",24,"19.2",21.24976893,0.698705045,31,2.7,8,2001,0
"2670",525,"MidSnake_525","Sep-01",22.1,"15.9",18.06659854,1.32438278,30,2.5,9,2001,0
"2671",525,"MidSnake_525","Oct-01",17.7,"8.5",12.1639045,2.669093002,31,1.8,10,2001,1
"2672",525,"MidSnake_525","Nov-01",8.7,"3.2",6.737119146,1.355056541,30,0.7,11,2001,0
"2673",525,"MidSnake_525","Dec-01",3.3,"0.1",0.879324271,0.445141959,30,1.4,12,2001,1
"2674",526,"MidSnake_526","Jan-02",1.5,"0.9",1.217065312,0.168191654,31,0.2,1,2002,1
"2675",526,"MidSnake_526","Feb-02",1.6,"1",1.425419742,0.04399839,28,0.5,2,2002,1
"2676",526,"MidSnake_526","Mar-02",2.4,"1.5",1.710650214,0.173710993,31,0.3,3,2002,1
"2677",526,"MidSnake_526","Apr-02",10.5,"2.2",4.210078526,1.563554023,30,3.6,4,2002,1
"2678",526,"MidSnake_526","May-02",15.2,"6.4",10.49007769,1.340446495,31,4.3,5,2002,0
"2679",526,"MidSnake_526","Jun-02",21.3,"11",15.58868889,1.533587859,30,5.7,6,2002,1
"2680",526,"MidSnake_526","Jul-02",24.9,"15.8",20.64832092,1.026854868,31,7.6,7,2002,1
"2681",526,"MidSnake_526","Aug-02",22.7,"18.2",19.96625446,0.943329392,31,1.9,8,2002,1
"2682",526,"MidSnake_526","Sep-02",19.9,"15",17.23329213,0.99814091,30,1.8,9,2002,0
"2683",526,"MidSnake_526","Oct-02",15,"7.4",11.67363966,1.518855381,31,1.8,10,2002,1
"2684",526,"MidSnake_526","Nov-02",7.4,"3.8",5.199327864,0.876416061,30,0.7,11,2002,0
"2685",526,"MidSnake_526","Dec-02",4,"1",2.527304538,0.904930239,30,0.6,12,2002,1
"2686",527,"MidSnake_527","Jan-02",5.68,"3.5",4.817490741,0.390514422,15,1.22,1,2002,1
"2687",527,"MidSnake_527","Feb-02",6.65,"2.91",4.147014523,0.919377492,28,1.33,2,2002,0
"2688",527,"MidSnake_527","Mar-02",11.11,"5.13",6.977200593,1.91556857,19,1.4,3,2002,1
"2689",527,"MidSnake_527","May-02",17.84,"14",15.53638161,0.909558296,15,1.73,5,2002,1
"2690",527,"MidSnake_527","Jun-02",23.2,"16.99",19.53162747,1.581928388,27,2.6,6,2002,0
"2691",527,"MidSnake_527","Jul-02",25.13,"21.4",23.21440412,0.87196675,31,2.62,7,2002,0
"2692",527,"MidSnake_527","Aug-02",23.25,"19.29",20.54928138,0.851923675,31,1.41,8,2002,1
"2693",527,"MidSnake_527","Sep-02",21.1,"16.14",18.66566565,1.329601483,30,1.61,9,2002,0
"2694",527,"MidSnake_527","Oct-02",16.16,"11.18",13.45145617,1.280878884,31,0.59,10,2002,0
"2695",527,"MidSnake_527","Nov-02",11.18,"7.77",8.793659722,0.728943454,30,0.73,11,2002,1
"2696",527,"MidSnake_527","Dec-02",8.16,"6.48",7.220833333,0.449831812,16,0.44,12,2002,0
"2697",528,"MidSnake_528","Jan-03",2.4,"0.8",1.620034038,0.49533696,31,0.2,1,2003,0
"2698",528,"MidSnake_528","Feb-03",2.8,"2",2.482751605,0.194208027,28,0.3,2,2003,1
"2699",528,"MidSnake_528","Mar-03",5.2,"2.7",3.270234063,0.600185343,24,1,3,2003,1
"2700",528,"MidSnake_528","Apr-03",8.8,"4.3",6.357156444,1.33326709,30,2,4,2003,1
"2701",528,"MidSnake_528","May-03",17.8,"7.8",11.11704907,2.238055002,31,5.5,5,2003,1
"2702",528,"MidSnake_528","Jun-03",20.7,"13.7",17.6740676,0.625466174,25,7,6,2003,0
"2703",528,"MidSnake_528","Jul-03",23.9,"16.8",20.67899883,1.234902135,31,5.3,7,2003,0
"2704",528,"MidSnake_528","Aug-03",23.1,"18",21.09128597,0.702629321,31,3.1,8,2003,1
"2705",528,"MidSnake_528","Sep-03",21,"14.5",17.02650179,2.033887443,30,1.9,9,2003,1
"2706",528,"MidSnake_528","Oct-03",16.7,"9.4",13.2435531,1.863103177,31,1.7,10,2003,0
"2707",528,"MidSnake_528","Nov-03",9.4,"1.6",5.230188452,2.219686836,30,1.2,11,2003,1
"2708",528,"MidSnake_528","Dec-03",2.3,"1.2",1.717141747,0.27581919,30,0.5,12,2003,1
"2709",529,"MidSnake_529","Jan-03",8.75,"4.98",6.617366813,0.82050074,31,0.7,1,2003,1
"2710",529,"MidSnake_529","Feb-03",8.74,"6.34",7.315136409,0.495571193,28,1.33,2,2003,1
"2711",529,"MidSnake_529","Mar-03",11.85,"6.98",9.074426523,1.280786012,31,1.75,3,2003,0
"2712",529,"MidSnake_529","Apr-03",13.84,"10.49",12.19531884,0.901862763,30,2.06,4,2003,1
"2713",529,"MidSnake_529","May-03",20.83,"13.22",16.00396857,1.969030213,31,2.43,5,2003,1
"2714",529,"MidSnake_529","Jun-03",22.45,"19.25",20.34823542,0.505646136,30,1.89,6,2003,1
"2715",529,"MidSnake_529","Jul-03",26.28,"20.38",23.5166808,1.18945903,31,3.45,7,2003,1
"2716",529,"MidSnake_529","Aug-03",25.69,"21.32",23.09350134,0.88244731,31,1.53,8,2003,1
"2717",529,"MidSnake_529","Sep-03",22.77,"15.76",18.70117824,2.245393337,30,1.53,9,2003,1
"2718",529,"MidSnake_529","Oct-03",18.22,"12.07",15.21917339,1.776756432,31,0.92,10,2003,0
"2719",529,"MidSnake_529","Nov-03",12.08,"6.37",8.696636574,1.377527808,30,0.6,11,2003,1
"2720",529,"MidSnake_529","Dec-03",7.88,"5.36",6.561521983,0.595481441,30,1.13,12,2003,1
"2721",530,"MidSnake_530","Apr-04",17.91,"11.2",14.56317222,1.501972877,10,2.96,4,2004,1
"2722",530,"MidSnake_530","May-04",20.57,"13.47",17.07995968,1.382700304,31,2.76,5,2004,1
"2723",530,"MidSnake_530","Jun-04",26.5,"16.48",21.15448148,2.674085341,30,2.61,6,2004,1
"2724",530,"MidSnake_530","Jul-04",28.14,"21.72",25.05271953,1.215031838,31,2.28,7,2004,1
"2725",530,"MidSnake_530","Aug-04",26.94,"19.36",23.84293459,2.031507821,31,2.55,8,2004,1
"2726",530,"MidSnake_530","Sep-04",23.23,"14.91",18.43605556,1.604545069,30,2.41,9,2004,1
"2727",530,"MidSnake_530","Oct-04",18.62,"9.16",13.98953405,2.571320928,31,1.43,10,2004,0
"2728",530,"MidSnake_530","Nov-04",9.46,"3",7.350314815,1.697246972,30,1.47,11,2004,1
"2729",530,"MidSnake_530","Dec-04",6.78,"2.34",4.246990741,1.264485095,30,1.26,12,2004,1
"2730",531,"MidSnake_531","Jan-04",1.8,"1.4",1.611407726,0.045228403,31,0.2,1,2004,1
"2731",531,"MidSnake_531","Feb-04",2,"1.6",1.764365389,0.08756271,29,0.2,2,2004,1
"2732",531,"MidSnake_531","Mar-04",3.4,"1.9",2.30824664,0.414821949,30,0.4,3,2004,0
"2733",531,"MidSnake_531","Apr-04",12.8,"3.3",6.721077276,2.015216321,30,4.4,4,2004,1
"2734",531,"MidSnake_531","May-04",14.6,"8",11.52492511,1.112166401,31,6.4,5,2004,1
"2735",531,"MidSnake_531","Jun-04",20.6,"12.3",16.09054613,1.497784864,30,4.7,6,2004,1
"2736",531,"MidSnake_531","Jul-04",23,"16.9",20.61400625,1.110631221,31,3.5,7,2004,1
"2737",531,"MidSnake_531","Aug-04",23.6,"17.4",20.75798102,1.565915165,31,2.6,8,2004,1
"2738",531,"MidSnake_531","Sep-04",19.8,"13.6",16.07080499,1.462691886,30,1.9,9,2004,0
"2739",531,"MidSnake_531","Oct-04",16,"8.6",12.40222236,1.900569689,31,1.9,10,2004,1
"2740",531,"MidSnake_531","Nov-04",8.6,"2.4",5.792960156,1.452457654,30,0.7,11,2004,1
"2741",531,"MidSnake_531","Dec-04",2.8,"0.8",1.408689141,0.360568049,30,1.2,12,2004,1
"2742",532,"MidSnake_532","Jan-05",1.9,"1.2",1.513363049,0.178768323,31,0.3,1,2005,1
"2743",532,"MidSnake_532","Feb-05",2.2,"1.8",1.964560028,0.07390309,27,0.2,2,2005,1
"2744",532,"MidSnake_532","Mar-05",3.5,"2.1",2.74808772,0.37499021,31,0.5,3,2005,1
"2745",532,"MidSnake_532","Apr-05",7.54,"3.1",4.178761089,0.876548702,25,1.5,4,2005,1
"2746",532,"MidSnake_532","May-05",15.55,"8.62",12.19634131,1.963934458,9,2.84,5,2005,1
"2747",532,"MidSnake_532","Jun-05",17.9,"11.92",14.83302154,0.986351843,29,2.91,6,2005,1
"2748",532,"MidSnake_532","Jul-05",22.2,"16.2",19.74838392,1.219072737,31,4,7,2005,1
"2749",532,"MidSnake_532","Aug-05",23.1,"18.7",20.93465082,0.794413083,31,2.6,8,2005,0
"2750",532,"MidSnake_532","Sep-05",21,"14",16.97784531,1.740284466,30,2.2,9,2005,0
"2751",532,"MidSnake_532","Oct-05",14.3,"10.2",11.79591008,0.969154532,31,0.9,10,2005,0
"2752",532,"MidSnake_532","Nov-05",10.2,"1.6",5.386209278,2.300025877,30,0.8,11,2005,1
"2753",532,"MidSnake_532","Dec-05",2.3,"1",1.53734666,0.236998753,28,0.9,12,2005,0
"2754",533,"MidSnake_533","Jan-05",6.55,"2.33",4.166854839,0.960494332,31,1.26,1,2005,1
"2755",533,"MidSnake_533","Feb-05",8.57,"4.69",6.262787698,0.866011768,28,2.18,2,2005,0
"2756",533,"MidSnake_533","Mar-05",11.97,"7.49",9.813776882,0.699043675,31,2.17,3,2005,1
"2757",533,"MidSnake_533","Apr-05",16.18,"8.88",12.10090278,1.606572715,30,2.49,4,2005,0
"2758",533,"MidSnake_533","May-05",20.36,"14.29",16.82129032,1.255594395,31,2.54,5,2005,0
"2759",533,"MidSnake_533","Jun-05",22.99,"16.34",19.47470833,1.418416271,30,2.91,6,2005,1
"2760",533,"MidSnake_533","Jul-05",26.08,"21.01",23.48251344,0.918283867,31,2.89,7,2005,1
"2761",533,"MidSnake_533","Aug-05",26.26,"19.38",23.21525538,1.255346242,31,2.4,8,2005,1
"2762",533,"MidSnake_533","Sep-05",22.16,"14.45",18.61141667,1.779841529,30,1.95,9,2005,1
"2763",533,"MidSnake_533","Oct-05",17.61,"11.66",13.765,0.95194475,31,2.06,10,2005,1
"2764",533,"MidSnake_533","Nov-05",11.97,"4.69",8.399083333,2.119380804,30,0.93,11,2005,0
"2765",533,"MidSnake_533","Dec-05",5.78,"0.42",2.875527778,1.459065296,30,1.89,12,2005,1
"2766",534,"MidSnake_534","Jan-05",6.66,"3.71",4.999753584,0.696274527,31,1.15,1,2005,1
"2767",534,"MidSnake_534","Feb-05",9.03,"6.27",7.002994107,0.553702136,28,0.94,2,2005,1
"2768",534,"MidSnake_534","Mar-05",11.17,"8.08",9.962675436,0.630847847,31,2.06,3,2005,1
"2769",534,"MidSnake_534","Apr-05",13.14,"9.67",11.37049145,0.772583338,26,1.13,4,2005,1
"2770",534,"MidSnake_534","Jun-05",20.7,"16.8",18.53977714,1.02115675,30,1.7,6,2005,1
"2771",534,"MidSnake_534","Jul-05",25,"20.2",22.36536869,0.855102948,31,2.2,7,2005,1
"2772",534,"MidSnake_534","Aug-05",24.7,"20.4",22.52439392,0.922261974,29,1.7,8,2005,0
"2773",534,"MidSnake_534","Sep-05",20.9,"16.4",18.66815623,1.293798038,30,1,9,2005,1
"2774",534,"MidSnake_534","Oct-05",17,"13.7",14.9300289,0.879248707,14,1.2,10,2005,0
"2775",535,"MidSnake_535","Jan-06",4.99,"2.5",3.893810484,0.553431847,31,1.05,1,2006,1
"2776",535,"MidSnake_535","Feb-06",6.07,"1.61",3.996822917,1.059925868,28,1.36,2,2006,1
"2777",535,"MidSnake_535","Mar-06",9.11,"4.66",6.662170699,1.198097473,31,1.35,3,2006,0
"2778",535,"MidSnake_535","Apr-06",14.19,"7.64",10.28919444,1.67465328,30,1.11,4,2006,1
"2779",535,"MidSnake_535","May-06",17.89,"12.17",14.98763441,1.572164543,31,1.89,5,2006,1
"2780",535,"MidSnake_535","Jun-06",25.67,"16.84",19.92215972,2.370947433,30,1.97,6,2006,1
"2781",535,"MidSnake_535","Jul-06",28.81,"22.65",25.82544355,1.200639058,31,2.21,7,2006,1
"2782",535,"MidSnake_535","Aug-06",26.1,"19.36",22.83100806,1.297626194,31,2.05,8,2006,0
"2783",535,"MidSnake_535","Sep-06",22.65,"14.36",18.28647917,2.488513645,30,2.06,9,2006,0
"2784",535,"MidSnake_535","Oct-06",17.13,"7.67",12.74441904,2.345644571,31,1.31,10,2006,1
"2785",535,"MidSnake_535","Nov-06",12.05,"2.93",7.705388889,1.989500124,30,1.84,11,2006,1
"2786",535,"MidSnake_535","Dec-06",5.74,"1.45",2.9956875,0.965900921,30,1.87,12,2006,1
"2787",536,"MidSnake_536","Jan-06",2.2,"1.7",1.915359122,0.098181272,31,0.3,1,2006,1
"2788",536,"MidSnake_536","Feb-06",2.6,"1.8",2.225052911,0.199529818,28,0.2,2,2006,1
"2789",536,"MidSnake_536","Mar-06",3,"2.5",2.797130322,0.110577832,31,0.4,3,2006,0
"2790",536,"MidSnake_536","Apr-06",6.2,"2.7",3.310122846,0.554800978,30,1.8,4,2006,1
"2791",536,"MidSnake_536","May-06",15.4,"4.8",10.0563953,2.456254943,31,7.2,5,2006,1
"2792",536,"MidSnake_536","Jun-06",20.4,"11.9",15.88887508,1.548970895,26,4.3,6,2006,0
"2793",536,"MidSnake_536","Jul-06",25.5,"14.9",20.52228324,1.293761263,31,5.9,7,2006,0
"2794",536,"MidSnake_536","Aug-06",22.9,"17.4",20.09540293,0.993018669,31,4.7,8,2006,1
"2795",536,"MidSnake_536","Sep-06",19.6,"13.4",16.38113056,1.72359771,30,2.5,9,2006,1
"2796",536,"MidSnake_536","Oct-06",15.2,"7.7",11.47652985,1.911898885,31,1.7,10,2006,1
"2797",536,"MidSnake_536","Nov-06",8,"2.6",5.59483047,1.545075084,30,0.8,11,2006,1
"2798",536,"MidSnake_536","Dec-06",3,"2.3",2.619013181,0.116531215,27,0.4,12,2006,1
"2799",537,"MidSnake_537","Jan-06",6.25,"3.91",4.902284946,0.478108226,31,1.09,1,2006,1
"2800",537,"MidSnake_537","Feb-06",6.72,"3.12",5.085472308,0.77547221,28,1.42,2,2006,0
"2801",537,"MidSnake_537","Mar-06",10.89,"5.47",7.722311828,1.137160434,31,1.86,3,2006,1
"2802",537,"MidSnake_537","Apr-06",14.92,"9.34",11.8474221,1.231652256,30,2.32,4,2006,0
"2803",537,"MidSnake_537","May-06",21.49,"13.21",16.74125,2.219556236,31,3.35,5,2006,1
"2804",537,"MidSnake_537","Jun-06",25.22,"17.93",21.18586111,1.484056153,30,2.72,6,2006,1
"2805",537,"MidSnake_537","Jul-06",26.97,"22.49",24.69252688,0.918457089,31,2.39,7,2006,1
"2806",537,"MidSnake_537","Aug-06",25.39,"19.06",22.43977151,1.128701072,31,2.5,8,2006,1
"2807",537,"MidSnake_537","Sep-06",21.82,"14.45",18.09469444,2.202912972,30,2.43,9,2006,0
"2808",537,"MidSnake_537","Oct-06",16.66,"8.72",13.22724462,1.846827926,31,1.55,10,2006,0
"2809",537,"MidSnake_537","Nov-06",11.2,"4.38",8.421666667,1.459792423,30,1.09,11,2006,0
"2810",537,"MidSnake_537","Dec-06",6.24,"2.64",4.448752193,0.700067754,30,1.42,12,2006,0
"2811",538,"MidSnake_538","May-06",21.1,"13.5",16.47898402,2.226917866,31,2.7,5,2006,1
"2812",538,"MidSnake_538","Jun-06",23.4,"17",20.00185525,1.426154417,29,2,6,2006,1
"2813",538,"MidSnake_538","Jul-06",25.6,"21.9",23.46230262,0.897376923,31,1.8,7,2006,1
"2814",538,"MidSnake_538","Aug-06",24.1,"19.9",22.04479516,1.007759861,31,1.7,8,2006,1
"2815",538,"MidSnake_538","Sep-06",20.8,"14.8",18.11959847,1.953088727,29,1.3,9,2006,0
"2816",538,"MidSnake_538","Oct-06",15.9,"10.8",13.90381058,1.389579434,30,0.5,10,2006,1
"2817",539,"MidSnake_539","Jan-07",4.29,"-0.06",1.892943548,1.092525239,31,1.92,1,2007,1
"2818",539,"MidSnake_539","Feb-07",8.07,"1.42",5.470178571,1.629122529,28,1.36,2,2007,1
"2819",539,"MidSnake_539","Mar-07",12.58,"5.05",9.750288978,1.874064239,31,1.66,3,2007,1
"2820",539,"MidSnake_539","Apr-07",18.74,"9.13",13.09294444,2.065071915,30,2.34,4,2007,1
"2821",539,"MidSnake_539","May-07",22.56,"13.11",18.02935484,1.958503811,31,2.58,5,2007,1
"2822",539,"MidSnake_539","Jun-07",25.55,"16.01",21.85456944,2.041069095,30,3.59,6,2007,1
"2823",539,"MidSnake_539","Jul-07",28.27,"23.3",25.98436156,0.799372761,31,2.38,7,2007,1
"2824",539,"MidSnake_539","Aug-07",25.81,"19.29",23.01170027,1.183258412,31,2.18,8,2007,1
"2825",539,"MidSnake_539","Sep-07",24.48,"13.78",18.83567804,2.816667397,30,1.74,9,2007,0
"2826",539,"MidSnake_539","Oct-07",14.45,"9.46",12.19596102,1.319164097,31,1.45,10,2007,1
"2827",539,"MidSnake_539","Nov-07",10.46,"4.27",7.441013889,1.812496212,30,1.29,11,2007,1
"2828",539,"MidSnake_539","Dec-07",6.3,"1.67",3.391722222,1.198840863,30,1.09,12,2007,0
"2829",540,"MidSnake_540","Jan-07",3.1,"2.8",2.869272126,0.033803329,31,0.3,1,2007,0
"2830",540,"MidSnake_540","Feb-07",3.4,"2.8",3.112445619,0.113202256,27,0.3,2,2007,0
"2831",540,"MidSnake_540","Mar-07",4.7,"3",3.664460417,0.475272679,31,0.5,3,2007,0
"2832",540,"MidSnake_540","Apr-07",12.8,"1.5",5.564170525,1.65971201,30,4.9,4,2007,0
"2833",540,"MidSnake_540","May-07",16.3,"6.9",12.55972807,2.082747853,31,4.3,5,2007,1
"2834",540,"MidSnake_540","Jun-07",20.8,"11.8",16.17332328,1.732287773,30,5.5,6,2007,0
"2835",540,"MidSnake_540","Jul-07",23.9,"17.8",21.55645861,1.046862717,31,4.3,7,2007,1
"2836",540,"MidSnake_540","Aug-07",23.5,"18.1",20.40674403,1.190963058,31,2.7,8,2007,1
"2837",540,"MidSnake_540","Sep-07",20.9,"13.1",16.97690184,1.937424566,30,1.9,9,2007,1
"2838",540,"MidSnake_540","Oct-07",13.1,"8.1",10.16965418,1.357056604,31,0.8,10,2007,1
"2839",540,"MidSnake_540","Nov-07",8.7,"3.3",6.113686531,1.488917127,28,1,11,2007,1
"2840",540,"MidSnake_540","Dec-07",3.5,"1",1.585513952,0.520868206,30,1,12,2007,1
"2841",541,"MidSnake_541","Jan-07",4.71,"1.07",2.850020161,0.811731642,31,1.31,1,2007,0
"2842",541,"MidSnake_541","Feb-07",9.16,"2.64",6.34671131,1.472298398,28,1.52,2,2007,1
"2843",541,"MidSnake_541","Mar-07",13.32,"6.09",9.908158602,1.795201777,31,2.45,3,2007,1
"2844",541,"MidSnake_541","Apr-07",18.36,"9.5",12.89844444,1.459383168,30,2.81,4,2007,0
"2845",541,"MidSnake_541","May-07",21.33,"12.43",17.51899194,1.801081833,31,3.1,5,2007,1
"2846",541,"MidSnake_541","Jun-07",24.53,"16.03",20.73309028,1.658422438,30,3.23,6,2007,1
"2847",541,"MidSnake_541","Jul-07",27.13,"21.62",24.47387097,0.734969946,31,3.45,7,2007,1
"2848",541,"MidSnake_541","Aug-07",24.85,"20.19",22.5666129,0.73498655,31,2.86,8,2007,1
"2849",541,"MidSnake_541","Sep-07",24.15,"13.21",18.79436806,2.517491815,30,2.32,9,2007,0
"2850",541,"MidSnake_541","Oct-07",14.86,"9.81",12.32060484,1.07052881,31,1.95,10,2007,1
"2851",541,"MidSnake_541","Nov-07",11.16,"5.63",8.639006944,1.542063753,30,1.36,11,2007,1
"2852",541,"MidSnake_541","Dec-07",7.02,"2.81",4.512576389,1.034289438,30,1.24,12,2007,0
"2853",542,"MidSnake_542","May-07",19.1,"13.9",16.56185796,1.308308733,31,2,5,2007,0
"2854",542,"MidSnake_542","Jun-07",22.1,"16.9",19.33544665,1.150340943,30,2,6,2007,1
"2855",542,"MidSnake_542","Jul-07",25.5,"20.8",23.09689816,0.727074135,31,2.1,7,2007,1
"2856",542,"MidSnake_542","Aug-07",23.8,"20.4",22.07661444,0.722218574,31,1.6,8,2007,1
"2857",542,"MidSnake_542","Sep-07",23.2,"14.9",18.87066628,1.927314275,30,1.9,9,2007,0
"2858",542,"MidSnake_542","Oct-07",15.2,"13.5",14.59458333,0.409825317,5,0.8,10,2007,1
"2859",543,"MidSnake_543","Jan-08",3.38,"-0.06",1.390806452,0.929070358,31,1.4,1,2008,1
"2860",543,"MidSnake_543","Feb-08",7.69,"1.39",4.308507663,1.513085178,29,1.62,2,2008,1
"2861",543,"MidSnake_543","Mar-08",9.58,"5.74",7.730739247,0.745178044,31,1.73,3,2008,1
"2862",543,"MidSnake_543","Apr-08",14.69,"7.04",10.54111806,1.444704929,30,2.19,4,2008,0
"2863",543,"MidSnake_543","May-08",17.58,"10.24",14.41604839,1.724054476,31,2.11,5,2008,1
"2864",543,"MidSnake_543","Jun-08",25.52,"13.83",18.51946528,2.946119565,30,2.11,6,2008,0
"2865",543,"MidSnake_543","Jul-08",26.1,"21.48",24.1048726,0.542979481,31,2.44,7,2008,1
"2866",543,"MidSnake_543","Aug-08",25.69,"18.79",23.29145161,1.436504936,31,2.81,8,2008,1
"2867",543,"MidSnake_543","Sep-08",20.43,"16.08",18.39832639,1.009258337,30,1.64,9,2008,1
"2868",543,"MidSnake_543","Oct-08",18.74,"8.64",12.66085057,2.820852629,31,2.23,10,2008,0
"2869",543,"MidSnake_543","Nov-08",11.12,"5.1",8.199479167,1.691643665,30,1.18,11,2008,1
"2870",543,"MidSnake_543","Dec-08",7.87,"0.07",3.268458333,2.441346002,30,1.68,12,2008,1
"2871",544,"MidSnake_544","Jan-08",1.8,"1.3",1.535936912,0.053304941,30,0.5,1,2008,0
"2872",544,"MidSnake_544","Feb-08",2,"1.5",1.740592034,0.076055675,29,0.3,2,2008,0
"2873",544,"MidSnake_544","Mar-08",2.3,"1.6",2.063806561,0.176998429,31,0.4,3,2008,1
"2874",544,"MidSnake_544","Apr-08",3,"2.3",2.623217182,0.188306193,30,0.4,4,2008,1
"2875",544,"MidSnake_544","May-08",14.8,"2.8",6.003400659,2.854111698,31,9.5,5,2008,1
"2876",544,"MidSnake_544","Jun-08",20.3,"7.9",13.04918947,2.408454734,30,7.4,6,2008,0
"2877",544,"MidSnake_544","Jul-08",21.8,"13.9",19.60104195,0.82229257,31,5.6,7,2008,1
"2878",544,"MidSnake_544","Aug-08",22.9,"17.2",20.19693853,0.882653048,31,3.6,8,2008,0
"2879",544,"MidSnake_544","Sep-08",18.9,"14.5",16.48035469,0.951970027,30,1.5,9,2008,1
"2880",544,"MidSnake_544","Oct-08",15.8,"8.3",11.02962831,2.421396131,31,1.9,10,2008,1
"2881",544,"MidSnake_544","Nov-08",8.6,"4.9",6.604648376,1.180194889,30,0.6,11,2008,1
"2882",544,"MidSnake_544","Dec-08",5,"0.4",2.246949809,1.602368396,30,0.8,12,2008,1
"2883",545,"MidSnake_545","Jan-08",3.78,"0.74",2.349590054,0.619237452,31,1.46,1,2008,1
"2884",545,"MidSnake_545","Feb-08",7.78,"1.7",4.646774425,1.519328797,29,1.53,2,2008,1
"2885",545,"MidSnake_545","Mar-08",10.08,"5.78",8.191176075,0.892897628,31,2.29,3,2008,0
"2886",545,"MidSnake_545","Apr-08",15.19,"7.64",10.97376515,1.320354715,30,2.83,4,2008,1
"2887",545,"MidSnake_545","May-08",20.6,"10.59",15.90802419,2.086988344,31,3,5,2008,1
"2888",545,"MidSnake_545","Jun-08",24.55,"15.53",19.62381944,2.264962109,30,2.8,6,2008,0
"2889",545,"MidSnake_545","Jul-08",25.67,"20.79",23.27350806,0.725867001,31,2.52,7,2008,0
"2890",545,"MidSnake_545","Aug-08",25.64,"19.19",22.83100806,1.19893572,31,2.48,8,2008,1
"2891",545,"MidSnake_545","Sep-08",19.93,"16.58",18.32366667,0.667872091,30,2.14,9,2008,1
"2892",545,"MidSnake_545","Oct-08",18.69,"10.07",13.19546806,2.422895656,31,1.73,10,2008,1
"2893",545,"MidSnake_545","Nov-08",12,"7.41",9.515868056,1.202572948,30,1.51,11,2008,1
"2894",545,"MidSnake_545","Dec-08",8.86,"1.56",4.792444444,2.14400174,30,1.24,12,2008,1
"2895",546,"MidSnake_546","Jan-09",4.16,"0.1",2.376377688,0.995795505,31,1.52,1,2009,1
"2896",546,"MidSnake_546","Feb-09",7.67,"1.58",4.271822917,1.341185925,28,1.79,2,2009,1
"2897",546,"MidSnake_546","Mar-09",11.15,"4.66",7.382943548,1.684965539,31,1.63,3,2009,1
"2898",546,"MidSnake_546","Apr-09",15.65,"6.76",11.40947917,1.905281581,30,2.17,4,2009,1
"2899",546,"MidSnake_546","May-09",20.43,"12.14",15.90039651,2.487349516,31,1.81,5,2009,1
"2900",546,"MidSnake_546","Jun-09",22.6,"16.7",19.34528472,1.202299916,30,1.95,6,2009,1
"2901",546,"MidSnake_546","Jul-09",26.96,"20.24",23.99000672,1.73140478,31,2.16,7,2009,1
"2902",546,"MidSnake_546","Aug-09",27.85,"19.72",23.41084506,1.740602729,31,2.7,8,2009,1
"2903",546,"MidSnake_546","Sep-09",23.56,"14.19",20.17759722,1.905331726,30,2.1,9,2009,1
"2904",546,"MidSnake_546","Oct-09",14.12,"7.59",11.80422043,1.644602208,31,1.82,10,2009,1
"2905",546,"MidSnake_546","Nov-09",9.97,"4.06",6.9690625,1.876463945,30,0.95,11,2009,0
"2906",546,"MidSnake_546","Dec-09",4.63,"-0.11",1.856440278,1.318235876,30,1.08,12,2009,1
"2907",547,"MidSnake_547","Jan-09",1.5,"0.7",1.095836659,0.133691647,29,0.4,1,2009,1
"2908",547,"MidSnake_547","Feb-09",1.8,"1.2",1.387075301,0.096609648,28,0.4,2,2009,1
"2909",547,"MidSnake_547","Mar-09",2.8,"1.6",2.049279429,0.347582856,31,0.4,3,2009,0
"2910",547,"MidSnake_547","Apr-09",6.3,"2.4",3.735180622,1.040012249,30,1.3,4,2009,1
"2911",547,"MidSnake_547","May-09",17.9,"5.8",10.66974223,3.313455198,31,5,5,2009,1
"2912",547,"MidSnake_547","Jun-09",19.6,"13.6",16.25819489,0.816901976,30,4.1,6,2009,0
"2913",547,"MidSnake_547","Jul-09",22.6,"15.9",19.65064526,1.352059363,31,4.7,7,2009,1
"2914",547,"MidSnake_547","Aug-09",24.2,"17.1",20.08050311,0.932419292,31,6,8,2009,0
"2915",547,"MidSnake_547","Sep-09",20.5,"15.8",18.36868779,0.766453608,30,2,9,2009,0
